timestamp,min cpu,max cpu,avg cpu
2017-01-01 07:40:00,641236.0501780045,2090655.7935130144,1112833.1552020102
2017-01-01 07:45:00,640568.0308220113,2069102.180295022,1101201.7528390004
2017-01-01 07:50:00,641344.0064590103,2042347.5972750152,1092412.2910680012
2017-01-01 07:55:00,650273.0181120017,2095119.386991004,1119014.9825349804
2017-01-01 08:00:00,642440.0606919831,2075225.262981037,1106774.1522400142
2017-01-01 08:05:00,639123.8004429878,2085064.188093993,1105847.1606579998
2017-01-01 08:10:00,651486.7252250026,2108206.311811011,1128435.8365330065
2017-01-01 08:15:00,647552.2790210015,2104596.896804986,1123711.1238210178
2017-01-01 08:20:00,650401.4447449998,2096482.5049869963,1117647.7061360015
2017-01-01 08:25:00,643836.2938339959,2181225.888446016,1139678.5295099893
2017-01-01 08:30:00,651050.7957690014,2133305.68891301,1130722.3578949869
2017-01-01 08:35:00,640965.5700659992,2105457.06134996,1112449.0706240034
2017-01-01 08:40:00,630817.7907640056,2122626.952368978,1107153.5739550174
2017-01-01 08:45:00,632862.8827770057,2103505.1000670097,1104710.2273470087
2017-01-01 08:50:00,632993.122461005,2070070.778953987,1095606.5054170224
2017-01-01 08:55:00,633820.3060550069,2101770.0374399936,1112292.3033440127
2017-01-01 09:00:00,639623.7039090039,2100308.971357034,1114591.1653290335
2017-01-01 09:05:00,651101.0152799997,2097853.408240974,1121276.0089310121
2017-01-01 09:10:00,628380.8552189914,2120816.026459014,1106148.5987410014
2017-01-01 09:15:00,626362.8101410028,2090739.2416240068,1097141.227845994
2017-01-01 09:20:00,625167.0831390059,2074358.7635259947,1088871.915186995
2017-01-01 09:25:00,634423.0206429908,2160618.0258719902,1124410.3680959886
2017-01-01 09:30:00,646573.3359709989,2133997.5213710032,1131417.627141009
2017-01-01 09:35:00,642416.9511559899,2117661.1170620145,1117495.4096450226
2017-01-01 09:40:00,641805.5703779935,2117451.3683229988,1128713.3194760005
2017-01-01 09:45:00,646843.7236830059,2115705.457932041,1130647.6438260023
2017-01-01 09:50:00,647042.1862620065,2128463.3607379873,1137216.0188539936
2017-01-01 09:55:00,652212.0473620009,2157823.316348019,1151476.1677970178
2017-01-01 10:00:00,652380.0220910005,2163188.7557639875,1154219.2316650087
2017-01-01 10:05:00,649530.8542530017,2180523.9658619645,1166942.225118004
2017-01-01 10:10:00,651883.7057679952,2184510.5594220087,1159114.847836003
2017-01-01 10:15:00,647635.7698110035,2166549.681871993,1145078.8480839944
2017-01-01 10:20:00,645209.0445190028,2151757.2442320134,1135514.8822240112
2017-01-01 10:25:00,654383.4434839925,2229980.0146359554,1171091.3259309886
2017-01-01 10:30:00,653706.8818640043,2172094.69430401,1152967.538356008
2017-01-01 10:35:00,651206.3588070094,2179352.0005540326,1158229.9386520046
2017-01-01 10:40:00,676992.8772940164,2193291.164138974,1188431.1641950018
2017-01-01 10:45:00,680673.8142669972,2204227.3876499874,1197526.0369050112
2017-01-01 10:50:00,678563.1453330028,2182697.0451749708,1186127.231593015
2017-01-01 10:55:00,659518.6550649903,2193535.6376650003,1181183.886566995
2017-01-01 11:00:00,657753.3346959865,2156205.237271001,1157836.9648639965
2017-01-01 11:05:00,647633.4435160053,2163551.3706749873,1156827.0526599986
2017-01-01 11:10:00,663045.6794899907,2183158.7271159897,1169037.5597439923
2017-01-01 11:15:00,659997.2988150058,2164929.33890802,1158900.5546240096
2017-01-01 11:20:00,655083.0160260057,2152533.6331729745,1150446.047453017
2017-01-01 11:25:00,654379.4648190083,2225870.197010009,1178776.2525339802
2017-01-01 11:30:00,675159.1883950004,2203615.621333005,1182587.8119329922
2017-01-01 11:35:00,661791.121282003,2200152.384135995,1173653.7680969627
2017-01-01 11:40:00,671631.955116011,2206254.463270005,1183714.322568997
2017-01-01 11:45:00,674454.3466639984,2208848.0639860164,1194891.866982009
2017-01-01 11:50:00,678104.3437289897,2210289.664877004,1197557.4001259909
2017-01-01 11:55:00,669859.514322008,2216043.574174988,1195607.1655099974
2017-01-01 12:00:00,673045.4221989935,2173612.6420970126,1178119.1419000071
2017-01-01 12:05:00,664367.0185480048,2184659.0650260136,1178846.0386829963
2017-01-01 12:10:00,675771.1532219951,2214794.3549140343,1195389.5300639851
2017-01-01 12:15:00,661615.8136059886,2200964.543365982,1177892.5395179952
2017-01-01 12:20:00,665449.238815001,2211440.3449619664,1185983.48799503
2017-01-01 12:25:00,670570.407963997,2285072.5141190398,1214579.7615570028
2017-01-01 12:30:00,683732.9308459904,2239455.7004079763,1205373.607301015
2017-01-01 12:35:00,671709.1643910023,2228927.1967060147,1195627.3935240095
2017-01-01 12:40:00,680910.5915219953,2226630.0186249795,1202077.5289810041
2017-01-01 12:45:00,672869.2520369963,2225619.926841977,1199652.1369749953
2017-01-01 12:50:00,680743.1037110027,2244421.411167985,1217241.9706589777
2017-01-01 12:55:00,696600.3456239926,2274596.6320640226,1236239.3294649876
2017-01-01 13:00:00,690710.0686379933,2236101.825642018,1216029.2108129954
2017-01-01 13:05:00,675594.6655360076,2221344.673004985,1194523.3184869888
2017-01-01 13:10:00,671671.3031570028,2220974.9463730115,1192317.4144990095
2017-01-01 13:15:00,664208.1033769951,2214993.611602995,1186075.1196160198
2017-01-01 13:20:00,670002.1374600017,2211381.302946999,1185519.7768339938
2017-01-01 13:25:00,670419.9772140027,2282562.4111020146,1214058.9135550074
2017-01-01 13:30:00,672874.7028559921,2250580.0195420603,1201556.4488349995
2017-01-01 13:35:00,679226.7312750054,2234652.563307012,1204152.8320329832
2017-01-01 13:40:00,680919.1469729979,2242570.0823169663,1210474.2897729906
2017-01-01 13:45:00,676756.1118960126,2226939.936981999,1206598.1512600055
2017-01-01 13:50:00,675688.423088004,2238098.830746995,1202967.6524009798
2017-01-01 13:55:00,683866.4595880007,2290258.589706021,1240006.5288130208
2017-01-01 14:00:00,678987.4363339897,2255936.7098270003,1221488.7982130034
2017-01-01 14:05:00,675777.3186159887,2216116.697420006,1201345.922839997
2017-01-01 14:10:00,671603.5389490188,2243873.146772995,1207562.5452549895
2017-01-01 14:15:00,676206.6448609955,2231703.7671030043,1199012.2226639974
2017-01-01 14:20:00,670642.6850710098,2236047.219593993,1195857.4676359822
2017-01-01 14:25:00,681324.9062820018,2406547.901955009,1251213.3058329795
2017-01-01 14:30:00,685599.0339610071,2276670.5110380044,1219674.1999919906
2017-01-01 14:35:00,679693.5227789998,2260245.12750098,1209300.3664999888
2017-01-01 14:40:00,684131.4674229975,2301690.10181802,1230955.2500670054
2017-01-01 14:45:00,685944.01341901,2282550.980409033,1231308.230329005
2017-01-01 14:50:00,691051.8567550097,2288484.427228997,1238057.519722995
2017-01-01 14:55:00,693885.0216249981,2345362.580228985,1259084.7054379971
2017-01-01 15:00:00,694618.1978140075,2299624.437130981,1252364.8332300042
2017-01-01 15:05:00,699481.268391006,2297961.936059026,1253518.919887996
2017-01-01 15:10:00,686895.3912280005,2302758.6453379807,1238307.0444939588
2017-01-01 15:15:00,684836.2149270085,2291392.0824290044,1232666.470510002
2017-01-01 15:20:00,685850.0442569988,2291219.192636994,1232772.11477302
2017-01-01 15:25:00,717336.565153987,2415018.300481981,1304187.9487749944
2017-01-01 15:30:00,724773.3885389875,2361611.04142202,1287628.8155999943
2017-01-01 15:35:00,697019.9146709922,2342386.4289869987,1257161.8407209706
2017-01-01 15:40:00,699296.0484790131,2334721.2168979933,1255562.7157590156
2017-01-01 15:45:00,698301.791493003,2311196.8313409938,1247776.788107991
2017-01-01 15:50:00,696724.0499829933,2284828.6936620157,1237888.4189280036
2017-01-01 15:55:00,698789.2130099939,2318640.377416994,1254980.750799999
2017-01-01 16:00:00,704582.3401039978,2344921.7744449642,1272110.3030740216
2017-01-01 16:05:00,717873.9864359944,2367971.2928559957,1298604.4507149984
2017-01-01 16:10:00,727676.4391329938,2397407.401133967,1307079.1387850186
2017-01-01 16:15:00,726083.2869020009,2365157.446889972,1293114.300067986
2017-01-01 16:20:00,722728.8480750006,2353998.236762,1278723.919370998
2017-01-01 16:25:00,725533.0719469959,2476194.148568008,1324837.924242015
2017-01-01 16:30:00,722909.092544011,2400409.4720189883,1298289.9183060115
2017-01-01 16:35:00,732301.1463679998,2392892.131523044,1302081.798970001
2017-01-01 16:40:00,739154.5841859969,2413149.876647971,1313367.1706709994
2017-01-01 16:45:00,732126.709439992,2393793.266565034,1303188.8561750154
2017-01-01 16:50:00,724077.8674879969,2372376.931267964,1289770.3769779906
2017-01-01 16:55:00,720063.6045289905,2424627.9351340183,1302182.599581989
2017-01-01 17:00:00,728328.211729999,2412561.942350963,1307021.7994570052
2017-01-01 17:05:00,742052.5725290085,2395642.3707879926,1318068.0339499929
2017-01-01 17:10:00,752876.1640439902,2426614.228662005,1332990.2829939828
2017-01-01 17:15:00,732902.7088989995,2387804.662865978,1299759.8569910198
2017-01-01 17:20:00,714295.9290529948,2347871.430666016,1270456.3932429808
2017-01-01 17:25:00,720109.0830020177,2458180.0964269475,1315636.1289219891
2017-01-01 17:30:00,735887.9499889942,2446008.4078629976,1313604.1995959936
2017-01-01 17:35:00,727065.381842989,2429952.4781830017,1306545.2876629853
2017-01-01 17:40:00,731378.6043289936,2461304.962572015,1323810.5232129926
2017-01-01 17:45:00,736262.6335630014,2425034.65077902,1316188.8311249944
2017-01-01 17:50:00,736332.5981449931,2403015.8889759863,1307702.3884159713
2017-01-01 17:55:00,729981.8426829833,2373392.9337630067,1302860.503593974
2017-01-01 18:00:00,729861.885267008,2345112.3301190133,1292695.7577509948
2017-01-01 18:05:00,720670.5059239916,2365277.1606579632,1300774.5971579954
2017-01-01 18:10:00,737146.5274819948,2407560.5443380126,1322789.8902070236
2017-01-01 18:15:00,728995.1636529941,2383028.0956060127,1305947.867571004
2017-01-01 18:20:00,713161.7938279964,2349521.533178008,1272943.206793025
2017-01-01 18:25:00,719174.0422139963,2423019.734698994,1304209.2275860144
2017-01-01 18:30:00,720859.5869649946,2373901.2474829983,1288200.8520880141
2017-01-01 18:35:00,719786.124742012,2372710.0221589683,1286775.83308001
2017-01-01 18:40:00,718765.0584330064,2374047.578365036,1292432.5156029954
2017-01-01 18:45:00,722068.3131159948,2353870.1608870057,1291699.323428018
2017-01-01 18:50:00,722796.8359209895,2332249.05013503,1282760.1438610177
2017-01-01 18:55:00,724220.6712330069,2364388.549943989,1298698.651292009
2017-01-01 19:00:00,718915.2969020031,2346498.1430670284,1285736.071122017
2017-01-01 19:05:00,713254.9738220036,2341205.903501985,1281891.2060889946
2017-01-01 19:10:00,736968.6865899981,2390936.7021989967,1314359.4473869912
2017-01-01 19:15:00,744803.2503289898,2385485.59473598,1318603.487667019
2017-01-01 19:20:00,736138.5426639926,2373982.095559009,1304033.796892965
2017-01-01 19:25:00,730336.592262003,2447859.911128073,1330304.6189159784
2017-01-01 19:30:00,720141.6489880058,2370023.3924070187,1294382.3484749952
2017-01-01 19:35:00,716854.7168750119,2366671.469099987,1290182.0887819943
2017-01-01 19:40:00,720805.6769120038,2376119.7021800256,1301854.2302630052
2017-01-01 19:45:00,723174.9798799895,2358833.920272017,1299715.91267
2017-01-01 19:50:00,719447.011212996,2366910.2441889932,1293139.713643977
2017-01-01 19:55:00,724249.8650870073,2398249.640302008,1311970.3787620093
2017-01-01 20:00:00,715052.1321009967,2370967.123171965,1289986.9129729962
2017-01-01 20:05:00,720381.5927689889,2362418.9338089824,1290772.1127919955
2017-01-01 20:10:00,724616.2692030092,2411920.025980975,1309286.4835689974
2017-01-01 20:15:00,724595.9652420107,2412397.927293017,1316518.7195040016
2017-01-01 20:20:00,728251.4337120043,2398984.715203972,1313776.6188680106
2017-01-01 20:25:00,732864.0450129996,2474360.7798639983,1339526.8627129954
2017-01-01 20:30:00,730791.8925249908,2416712.1043219967,1324725.8604020071
2017-01-01 20:35:00,730809.4497340061,2426541.3944260185,1322771.606360994
2017-01-01 20:40:00,736679.6408140003,2427579.836727046,1328052.390837989
2017-01-01 20:45:00,720845.0118980033,2371951.0774099943,1293566.9977699893
2017-01-01 20:50:00,721665.3596400019,2441037.44201896,1302332.1346780066
2017-01-01 20:55:00,725856.949964007,2404702.4135209997,1311093.7522370135
2017-01-01 21:00:00,720437.9725180086,2363820.2974760025,1294009.6344890015
2017-01-01 21:05:00,716717.0764609944,2380585.0729790144,1293346.9762579915
2017-01-01 21:10:00,717414.5588150087,2387085.109163958,1289638.042805016
2017-01-01 21:15:00,712219.176743996,2373554.996318984,1281719.9418589966
2017-01-01 21:20:00,731872.6075059952,2383315.7949349904,1305428.236612999
2017-01-01 21:25:00,755305.3108189844,2496720.7574749887,1361432.6312859938
2017-01-01 21:30:00,759267.2478920047,2495594.918056016,1345631.715082995
2017-01-01 21:35:00,735718.2894300028,2459799.7338200025,1326672.7640640226
2017-01-01 21:40:00,718187.4506800079,2448930.684787954,1301806.1619970314
2017-01-01 21:45:00,716863.8662589955,2411948.480754,1288793.2073289957
2017-01-01 21:50:00,708194.4560679811,2384466.0366210327,1273004.315585998
2017-01-01 21:55:00,711412.2935419995,2413673.0718720155,1287970.8596809998
2017-01-01 22:00:00,714162.7817879934,2386045.784247985,1275194.5033730024
2017-01-01 22:05:00,710590.9215610016,2347555.1344330395,1269959.7347019895
2017-01-01 22:10:00,713848.300595002,2374617.117558004,1279191.171135995
2017-01-01 22:15:00,703559.897965995,2344768.016758004,1255048.4315629893
2017-01-01 22:20:00,698382.156846996,2304164.447044027,1240502.6153199843
2017-01-01 22:25:00,710651.463670013,2415295.293477004,1291622.927299
2017-01-01 22:30:00,714189.9287530071,2360779.688834027,1279856.2429859978
2017-01-01 22:35:00,710569.3366590055,2403469.118060038,1274489.09114098
2017-01-01 22:40:00,707161.0734940129,2410532.653730977,1280913.949901982
2017-01-01 22:45:00,698816.3595100023,2385361.625575989,1271151.5666670073
2017-01-01 22:50:00,699169.677116996,2350106.6734139896,1264938.6156259992
2017-01-01 22:55:00,708638.8182210106,2382962.0532629658,1278537.5760179758
2017-01-01 23:00:00,694246.8289540075,2330246.886629025,1253359.776663995
2017-01-01 23:05:00,691010.1565719919,2299514.53269898,1235316.1353669926
2017-01-01 23:10:00,692307.3120700174,2333119.554411024,1243667.769000986
2017-01-01 23:15:00,695663.0567459975,2303988.6258059912,1243838.854573997
2017-01-01 23:20:00,681384.0745460147,2253782.0765850083,1214235.3445450072
2017-01-01 23:25:00,675319.1057599954,2301836.1216720147,1226466.3520279995
2017-01-01 23:30:00,692144.6018629983,2255300.5317170043,1216842.5978440016
2017-01-01 23:35:00,696426.8884479993,2269302.802453979,1219705.9455660002
2017-01-01 23:40:00,698528.760651004,2262630.7726979754,1221525.0189869958
2017-01-01 23:45:00,691187.3700220124,2205063.135891008,1199523.0806180036
2017-01-01 23:50:00,683002.4005760022,2180033.9266640083,1178329.7787479917
2017-01-01 23:55:00,674749.9592900092,2197444.655754989,1183610.869897985
2017-01-02 00:00:00,663111.924184983,2171464.920506006,1165228.6762859987
2017-01-02 00:05:00,653806.4624659983,2142921.1817699824,1140619.6915429912
2017-01-02 00:10:00,652349.528714,2152346.354561004,1142341.6267000157
2017-01-02 00:15:00,649928.2361869921,2133932.1472959705,1133569.3039850013
2017-01-02 00:20:00,645218.1265009892,2146676.528493001,1133992.5695019804
2017-01-02 00:25:00,656341.5740799883,2232890.683177992,1165792.7160110343
2017-01-02 00:30:00,654827.6186379894,2183460.6331060003,1154958.610972001
2017-01-02 00:35:00,654408.4309130118,2193125.726927006,1155268.2364520023
2017-01-02 00:40:00,656730.5480979944,2187729.1563189584,1153653.896152983
2017-01-02 00:45:00,657228.4101410034,2154432.288008981,1139935.9212520155
2017-01-02 00:50:00,642991.4518429991,2133947.9939099983,1120085.6930420087
2017-01-02 00:55:00,650343.9995939976,2163363.7724269903,1145410.9353709938
2017-01-02 01:00:00,652082.7439569986,2129483.808631016,1130304.7895719898
2017-01-02 01:05:00,644801.6833319889,2122295.194096984,1117326.2884109952
2017-01-02 01:10:00,642406.9683730032,2132899.000441974,1116708.670258999
2017-01-02 01:15:00,640326.8734849944,2125812.00652403,1112817.2983519996
2017-01-02 01:20:00,637384.9072500087,2094281.0445509944,1097197.7379639915
2017-01-02 01:25:00,640933.0467109949,2157833.296863025,1123095.5152850016
2017-01-02 01:30:00,645199.3314789933,2142504.916873005,1124312.7439770105
2017-01-02 01:35:00,637574.8496509985,2132019.973196015,1119325.8111640052
2017-01-02 01:40:00,664884.9115870127,2150251.700358977,1142638.556404009
2017-01-02 01:45:00,654573.5171249924,2118831.8016820084,1125868.0501739893
2017-01-02 01:50:00,647191.4873099957,2086647.1335669826,1112014.477618
2017-01-02 01:55:00,643605.2688720019,2109053.006900981,1119425.8015710015
2017-01-02 02:00:00,650626.9319039974,2082938.6347829816,1105010.2271909988
2017-01-02 02:05:00,640604.9478160064,2064870.6009100096,1093659.9115059802
2017-01-02 02:10:00,653750.24003099,2111191.475246977,1116975.710408015
2017-01-02 02:15:00,651263.8797910021,2094490.7316290068,1109409.3415399909
2017-01-02 02:20:00,629947.2786239928,2073362.9266120081,1085687.4717959915
2017-01-02 02:25:00,639018.5143779974,2156594.8291370133,1122878.808120985
2017-01-02 02:30:00,639470.9234350029,2094594.424107003,1098413.722542983
2017-01-02 02:35:00,631218.8925950028,2084012.0449789918,1086531.099284008
2017-01-02 02:40:00,629392.3189190122,2091644.3715040118,1092768.0139449965
2017-01-02 02:45:00,631931.3150979982,2053548.396084972,1079858.9782570156
2017-01-02 02:50:00,626967.9519610053,2024289.233391997,1066817.1444079909
2017-01-02 02:55:00,626348.908832998,2055698.3704230087,1078616.172977008
2017-01-02 03:00:00,626990.325420996,2041100.699169004,1078007.4555239943
2017-01-02 03:05:00,620962.5518780125,2037470.043108965,1069441.6809989924
2017-01-02 03:10:00,622459.7496840118,2063394.5992690139,1081707.1317600026
2017-01-02 03:15:00,623058.7337020086,2061544.1578979937,1073526.4003569959
2017-01-02 03:20:00,614739.6185350098,2002007.966666011,1044820.7451069972
2017-01-02 03:25:00,623984.3864130081,2074712.13205302,1077425.8013159935
2017-01-02 03:30:00,622579.2114550017,2040878.4432979869,1063693.4263619871
2017-01-02 03:35:00,623773.7194040043,2042476.4276180128,1065648.9130180047
2017-01-02 03:40:00,622629.0759989847,2062144.869627035,1078258.851495005
2017-01-02 03:45:00,635118.9453770105,2059228.2164769885,1085652.8954749815
2017-01-02 03:50:00,636807.4114210018,2076250.743920012,1095653.220645993
2017-01-02 03:55:00,652078.0960190046,2091146.3529069847,1114493.3220460108
2017-01-02 04:00:00,639518.5774059978,2050908.267178997,1084701.665856003
2017-01-02 04:05:00,625734.4659939951,2030160.286532021,1072089.595923999
2017-01-02 04:10:00,640478.1330569944,2038087.7621009944,1076758.261338002
2017-01-02 04:15:00,618135.0844279975,2049908.9207560068,1062529.388888011
2017-01-02 04:20:00,614403.9373150008,2032330.353414001,1052607.113381998
2017-01-02 04:25:00,621223.1159439927,2129817.295564969,1089162.6348000015
2017-01-02 04:30:00,629773.2809660039,2068387.9113199927,1076186.1988279852
2017-01-02 04:35:00,620085.8045089915,2054810.899588965,1065512.833474007
2017-01-02 04:40:00,621314.997836991,2056736.0884509943,1070264.765514004
2017-01-02 04:45:00,627045.4555340082,2051039.7141850004,1077249.4765990183
2017-01-02 04:50:00,617677.8073669932,2033398.9927519883,1060711.804302991
2017-01-02 04:55:00,622979.1259439975,2077647.523285008,1084920.028168015
2017-01-02 05:00:00,625523.2516359994,2077414.9383140032,1091934.0201339843
2017-01-02 05:05:00,631791.7663890026,2055760.7095749727,1076910.8985499889
2017-01-02 05:10:00,632374.0915339921,2084955.419867001,1087372.436291967
2017-01-02 05:15:00,632981.5137950021,2056566.227568982,1074234.3421550058
2017-01-02 05:20:00,633277.1826559991,2064268.707429028,1081881.8992579856
2017-01-02 05:25:00,638947.8077940008,2140728.3945190124,1113668.639757996
2017-01-02 05:30:00,635056.8322450022,2091312.1398879925,1084838.5511289923
2017-01-02 05:35:00,628646.50329399,2049707.352529001,1069341.2483019936
2017-01-02 05:40:00,623681.5454019967,2079161.5427370209,1079455.4456359993
2017-01-02 05:45:00,633512.1512379982,2075522.4121049903,1088124.4299329852
2017-01-02 05:50:00,629718.89221999,2040614.751169026,1071238.0426380048
2017-01-02 05:55:00,627523.8814579921,2076619.9228960082,1095255.3942850062
2017-01-02 06:00:00,656265.167344995,2060558.0744729785,1102713.6163980095
2017-01-02 06:05:00,640363.7791890049,2059218.8341769755,1094759.6441589913
2017-01-02 06:10:00,637875.4963100051,2072257.5513150191,1092597.0922760242
2017-01-02 06:15:00,641331.3324530008,2077411.163054001,1097183.8153950016
2017-01-02 06:20:00,630013.2555879923,2064011.311599008,1080152.9793580135
2017-01-02 06:25:00,640610.8016299995,2166885.3668860067,1118022.450554997
